,Open,High,Low,Close,Volume,tomorrow,target,50MA,100MA,20MA,check50MA,check20MA,check100MA,score,Bitcoin,yesterday,change,trend20MA,trend50MA,trend100MA
2020-08-09,11761.02,11797.11,11521.97,11681.68,41493.067342,11892.92,1,9832.6646,9608.389299999999,10723.055499999999,1,1,1,0.020300000000000096,39,41.0,-2.0,45.05,37.24,42.0
2020-08-10,11681.69,12067.35,11450.0,11892.92,84952.337887,11392.08,0,9879.119200000001,9636.9365,10849.100499999999,1,1,1,3.1933000000000002,48,39.0,9.0,45.75,37.44,41.86
2020-08-11,11892.9,11935.0,11125.0,11392.08,90748.284634,11564.33,1,9931.0838,9666.1452,10974.2465,1,1,1,0.1905,48,48.0,0.0,46.65,37.84,41.83
2020-08-12,11392.09,11617.52,11150.0,11564.33,64909.613644,11780.0,1,9965.2116,9691.1244,11067.9425,1,1,1,-0.5563,44,48.0,-4.0,47.5,38.12,41.79
2020-08-13,11564.34,11792.96,11270.36,11780.0,70132.491502,11760.54,0,10004.0004,9718.0481,11165.9955,1,1,1,0.3818,41,44.0,-3.0,47.9,38.3,41.74
2020-08-14,11779.77,11850.0,11634.03,11760.54,59818.852697,11852.4,1,10053.670600000001,9745.6298,11278.105500000001,1,1,1,1.6164,42,41.0,1.0,48.35,38.42,41.66
2020-08-15,11760.55,11980.0,11680.0,11852.4,56237.90505,11911.0,1,10103.8916,9771.806,11381.111499999999,1,1,1,1.6179999999999999,40,42.0,-2.0,48.75,38.6,41.54
2020-08-16,11852.4,11931.72,11686.0,11911.0,41368.236906,12281.13,1,10157.6954,9790.466,11477.1545,1,1,1,0.0258,40,40.0,0.0,48.65,38.74,41.28
2020-08-17,11910.99,12468.0,11769.78,12281.13,84734.21154,11945.01,0,10215.6754,9811.575900000002,11521.2065,1,1,1,3.0028,49,40.0,9.0,47.6,38.9,40.98
2020-08-18,12281.15,12387.77,11817.93,11945.01,75923.835527,11754.59,0,10278.971000000001,9838.9932,11589.949499999999,1,1,1,-0.5668,47,49.0,-2.0,46.75,39.24,40.81
2020-08-19,11945.1,12020.08,11561.0,11754.59,73940.169606,11853.55,1,10334.02,9871.215600000001,11632.1735,1,1,1,0.052100000000000035,42,47.0,-5.0,46.5,39.54,40.46
2020-08-20,11754.38,11888.0,11668.0,11853.55,46085.254351,11531.34,0,10386.3408,9903.1463,11664.922499999999,1,1,1,1.3223,40,42.0,-2.0,46.25,39.72,39.88
2020-08-21,11853.54,11878.0,11485.81,11531.34,64448.306142,11662.96,1,10438.771799999999,9933.5739,11690.827000000001,1,0,1,-1.3353000000000002,36,40.0,-4.0,45.8,39.92,39.52
2020-08-22,11531.23,11686.0,11376.81,11662.96,43678.701646,11648.13,0,10487.667800000001,9955.793599999999,11677.3355,1,0,1,0.4019,35,36.0,-1.0,44.65,40.04,39.29
2020-08-23,11663.51,11718.07,11514.13,11648.13,37900.00469,11748.2,1,10539.7618,9974.5034,11706.916000000001,1,0,1,0.0,32,35.0,-3.0,43.35,40.18,39.02
2020-08-24,11648.12,11824.9,11585.09,11748.2,46212.391867,11318.42,0,10590.0152,9997.8205,11728.332,1,1,1,0.4732,38,32.0,6.0,42.5,40.28,38.81
2020-08-25,11748.19,11767.85,11117.64,11318.42,69590.923272,11461.43,1,10643.591,10021.4898,11756.1435,1,0,1,1.0669,40,38.0,2.0,42.25,40.52,38.72
2020-08-26,11318.42,11539.32,11244.0,11461.43,53998.231231,11330.38,0,10683.0754,10037.873599999999,11734.819,1,0,1,0.7269,36,40.0,-4.0,41.95,40.7,38.62
2020-08-27,11461.42,11592.2,11125.0,11330.38,63246.036383,11526.91,1,10727.1562,10055.1486,11719.767499999998,1,0,1,0.3089,34,36.0,-2.0,41.2,40.82,38.47
2020-08-28,11330.38,11542.65,11276.89,11526.91,45953.908365,11465.84,0,10765.0426,10070.697100000001,11706.575,1,0,1,0.6839,35,34.0,1.0,40.6,40.84,38.37
2020-08-29,11526.9,11580.02,11417.04,11465.84,32973.7992,11711.16,1,10810.9322,10090.8519,11694.85,1,0,1,-0.9477,28,35.0,-7.0,40.3,40.9,38.27
2020-08-30,11465.84,11719.0,11458.0,11711.16,43177.879054,11649.51,0,10854.4822,10114.8238,11684.058,1,1,1,-0.08779999999999999,31,28.0,3.0,39.75,40.9,38.09
2020-08-31,11711.17,11800.77,11570.0,11649.51,55353.617744,11921.97,1,10904.0248,10140.2354,11674.97,1,0,1,0.5267,33,31.0,2.0,38.9,40.98,37.95
2020-09-01,11649.51,12050.85,11515.0,11921.97,78148.193668,11388.54,0,10950.96,10164.938999999998,11687.8415,1,1,1,0.0,38,33.0,5.0,38.15,41.1,37.88
2020-09-02,11921.97,11954.57,11160.1,11388.54,87221.845602,10140.85,0,11004.546999999999,10196.9553,11705.7235,1,0,1,1.2361,38,38.0,0.0,37.85,41.28,37.85
2020-09-03,11388.54,11462.6,9960.8,10140.85,121950.106015,10446.25,1,11047.2008,10221.8372,11686.1505,0,0,0,-0.20189999999999997,14,12.0,2.0,37.7,41.4,37.77
2020-09-04,10138.29,10627.05,9875.5,10446.25,92733.599113,10166.69,0,11066.0658,10234.8339,11605.166,0,0,1,0.0,15,14.0,1.0,36.3,40.88,37.49
2020-09-05,10446.25,10565.68,9825.0,10166.69,90001.605568,10256.2,1,11092.316400000002,10247.2557,11534.858499999998,0,0,0,0.5994,13,15.0,-2.0,35.05,40.26,37.24
2020-09-06,10166.69,10347.14,9994.86,10256.2,56368.788815,10373.44,1,11112.563799999998,10253.1637,11447.643,0,0,1,0.296,12,13.0,-1.0,33.7,39.84,36.96
2020-09-07,10255.89,10410.75,9875.0,10373.44,62620.230676,10126.65,0,11134.2822,10261.455,11346.396499999999,0,0,1,0.6804000000000001,12,12.0,0.0,31.85,39.14,36.69
2020-09-08,10373.45,10438.0,9850.0,10126.65,73491.878418,10219.2,1,11157.571199999998,10268.2122,11267.818000000001,0,0,0,1.6776,12,12.0,0.0,30.1,38.82,36.44
2020-09-09,10126.66,10343.0,9981.01,10219.2,49347.113776,10336.87,1,11176.888599999998,10274.996000000001,11186.421,0,0,0,0.34759999999999996,11,12.0,-1.0,28.6,38.56,36.18
2020-09-10,10219.29,10483.35,10070.83,10336.87,58253.75375,10387.89,1,11193.472599999997,10275.1803,11104.7035,0,0,1,2.3566,10,11.0,-1.0,27.15,38.18,35.93
2020-09-11,10336.86,10397.6,10200.0,10387.89,43830.254467,10440.92,1,11209.846800000001,10283.3686,11044.98,0,0,1,0.0,9,10.0,-1.0,25.85,37.76,35.51
2020-09-12,10387.89,10477.97,10269.25,10440.92,35379.153096,10332.83,0,11225.5392,10290.5851,10981.2265,0,0,1,0.0,9,9.0,0.0,24.55,37.22,35.18
2020-09-13,10440.67,10580.11,10200.0,10332.83,43837.609865,10671.77,1,11243.6016,10297.1037,10920.866,0,0,1,0.0,9,9.0,0.0,23.4,36.76,34.86
2020-09-14,10332.84,10750.0,10212.34,10671.77,67059.291361,10785.31,1,11256.2498,10304.2204,10850.0975,0,0,1,-0.4141,10,9.0,1.0,21.95,36.26,34.56
2020-09-15,10671.77,10930.04,10606.48,10785.31,61822.452786,10954.01,1,11271.054399999999,10314.2751,10817.765000000001,0,0,1,-1.0495999999999999,11,10.0,1.0,20.45,35.62,34.31
2020-09-16,10785.23,11093.0,10661.22,10954.01,64991.51244,10939.99,0,11266.1614,10324.6583,10783.959,0,1,1,0.836,10,11.0,-1.0,19.2,34.62,34.07
2020-09-17,10954.01,11045.46,10745.83,10939.99,55601.614529,10933.39,0,11267.1162,10336.3783,10765.1405,0,1,1,1.9278000000000002,10,10.0,0.0,18.0,33.5,33.8
2020-09-18,10940.0,11038.03,10812.84,10933.39,47266.728275,11080.65,1,11263.9054,10348.0539,10735.7945,0,1,1,1.3338,9,10.0,-1.0,16.75,32.66,33.54
2020-09-19,10933.4,11179.79,10887.37,11080.65,38440.036858,10920.28,0,11260.581,10358.5378,10709.172,0,1,1,0.6114999999999999,8,9.0,-1.0,15.8,31.9,33.26
2020-09-20,11080.64,11080.64,10723.0,10920.28,39157.922565,10417.22,0,11255.4848,10376.5403,10677.646499999999,0,1,1,0.0,9,8.0,1.0,14.65,31.08,32.93
2020-09-21,10920.28,10988.86,10296.35,10417.22,70683.431179,10529.61,1,11237.867,10391.0918,10641.185,0,0,1,-0.9259,10,9.0,1.0,13.45,30.08,32.64
2020-09-22,10417.22,10572.71,10353.0,10529.61,43991.235476,10241.46,0,11224.784399999999,10400.5306,10565.947499999998,0,0,1,0.8275,9,10.0,-1.0,12.05,29.06,32.43
2020-09-23,10529.61,10537.15,10136.82,10241.46,51876.568079,10736.32,1,11210.9804,10412.4057,10523.001,0,0,0,1.1785,9,9.0,0.0,10.6,28.26,32.23
2020-09-24,10241.46,10795.24,10190.93,10736.32,57676.619427,10686.67,0,11191.9702,10420.5601,10528.031500000001,0,1,1,-0.13019999999999998,9,9.0,0.0,10.35,27.58,31.94
2020-09-25,10736.33,10760.53,10556.24,10686.67,48101.117008,10728.6,1,11171.798399999998,10432.6674,10542.535,0,1,1,-0.7945,8,9.0,-1.0,10.05,26.84,31.66
2020-09-26,10686.57,10820.94,10644.68,10728.6,28420.836659,10774.25,1,11150.2826,10444.882699999998,10568.534,0,1,1,0.7896,8,8.0,0.0,9.8,25.98,31.38
2020-09-27,10728.59,10799.0,10594.82,10774.25,30549.483253,10696.12,0,11132.97,10458.3055,10592.153999999999,0,1,1,1.7711999999999999,8,8.0,0.0,9.6,25.22,31.14
2020-09-28,10774.26,10950.0,10626.0,10696.12,50095.251734,10840.48,1,11113.226799999999,10472.9457,10612.1945,0,1,1,1.3625,8,8.0,0.0,9.4,24.56,30.9
2020-09-29,10696.11,10867.54,10635.87,10840.48,41874.898399,10776.59,0,11093.5156,10486.3174,10640.668,0,1,1,0.0,9,8.0,1.0,9.2,23.94,30.69
2020-09-30,10840.58,10849.34,10665.13,10776.59,39596.027322,10619.13,0,11072.4668,10501.775300000001,10671.732,0,1,1,0.12470000000000003,8,9.0,-1.0,9.1,23.16,30.5
2020-10-01,10776.59,10920.0,10437.0,10619.13,60866.332893,10570.4,0,11060.157000000001,10512.684299999999,10693.717999999999,0,0,1,1.5832,8,8.0,0.0,9.0,22.36,30.24
2020-10-02,10619.13,10664.64,10374.0,10570.4,50130.393705,10542.06,0,11041.253,10522.6267,10705.28,0,0,1,0.6997,9,8.0,1.0,8.95,21.64,29.97
2020-10-03,10570.4,10603.56,10496.46,10542.06,22298.221341,10666.63,1,11017.060999999998,10535.365799999998,10711.753999999999,0,0,1,-0.2584,7,9.0,-2.0,8.95,21.0,29.71
2020-10-04,10542.07,10696.87,10517.87,10666.63,23212.001595,10792.21,1,10992.691400000002,10548.2915,10722.2155,0,0,1,0.5994,9,7.0,2.0,8.85,20.3,29.45
2020-10-05,10666.62,10798.0,10615.64,10792.21,34025.761653,10599.66,0,10968.976,10563.335700000001,10721.958499999999,0,1,1,0.07500000000000001,8,9.0,-1.0,8.8,19.68,29.21
2020-10-06,10792.2,10800.0,10525.0,10599.66,48674.740471,10666.39,1,10946.6002,10581.1378,10722.303499999998,0,0,1,-0.08279999999999998,8,8.0,0.0,8.65,19.04,28.97
2020-10-07,10599.65,10681.87,10546.17,10666.39,32811.990279,10925.57,1,10912.970800000001,10595.970899999998,10704.586,0,0,1,0.9409,8,8.0,0.0,8.55,18.22,28.73
2020-10-08,10666.4,10950.0,10530.41,10925.57,51959.691572,11050.64,1,10887.3984,10610.709200000001,10690.905999999999,1,1,1,1.7781,8,8.0,0.0,8.45,17.44,28.49
2020-10-09,10925.44,11104.64,10829.0,11050.64,48240.073237,11293.22,1,10870.818000000001,10628.579399999999,10690.515,1,1,1,0.3619,9,8.0,1.0,8.4,16.76,28.24
2020-10-10,11050.64,11491.0,11050.51,11293.22,43648.036943,11369.02,1,10854.7598,10646.765800000001,10689.014500000001,1,1,1,1.0007,9,9.0,0.0,8.45,16.14,28.03
2020-10-11,11293.22,11445.0,11221.0,11369.02,29043.851339,11528.25,1,10849.9974,10668.8326,10707.6615,1,1,1,0.5438000000000001,8,9.0,-1.0,8.45,15.6,27.82
2020-10-12,11369.02,11720.01,11172.0,11528.25,52825.28371,11420.56,0,10844.118599999998,10691.940200000001,10755.2515,1,1,1,0.9186,9,8.0,1.0,8.35,15.06,27.62
2020-10-13,11528.24,11557.0,11300.0,11420.56,42205.283709,11417.89,0,10841.720999999998,10715.8681,10805.1835,1,1,1,1.4773999999999998,9,9.0,0.0,8.35,14.6,27.44
2020-10-14,11420.57,11547.98,11280.0,11417.89,41415.106015,11505.12,1,10835.1682,10739.379600000002,10864.1385,1,1,1,1.3552,9,9.0,0.0,8.35,14.02,27.27
2020-10-15,11417.89,11617.34,11250.83,11505.12,48760.717679,11319.32,0,10837.1576,10760.116499999998,10898.217,1,1,1,0.5942000000000001,9,9.0,0.0,8.35,13.4,27.05
2020-10-16,11505.13,11541.15,11200.0,11319.32,48797.749502,11360.2,1,10838.031400000002,10782.5938,10939.139500000001,1,1,1,0.3347,9,9.0,0.0,8.4,12.86,26.84
2020-10-17,11319.24,11402.42,11255.0,11360.2,22368.915241,11503.14,1,10837.8102,10801.426399999998,10968.675500000001,1,1,1,0.0,8,9.0,-1.0,8.45,12.36,26.6
2020-10-18,11360.31,11505.0,11346.22,11503.14,23284.041191,11751.47,1,10834.475999999999,10822.704099999999,10997.973,1,1,1,1.5695999999999999,8,8.0,0.0,8.45,11.82,26.36
2020-10-19,11503.14,11823.99,11407.96,11751.47,47414.534692,11909.99,1,10835.222,10844.8521,11038.324,1,1,1,1.8565,10,8.0,2.0,8.45,11.42,26.16
2020-10-20,11751.46,12038.38,11677.59,11909.99,62134.750663,12780.96,1,10836.0282,10870.0265,11083.8735,1,1,1,0.9084000000000001,11,10.0,1.0,8.5,11.0,25.99
2020-10-21,11910.0,13217.68,11886.95,12780.96,114584.456767,12968.52,1,10841.2378,10896.098899999999,11140.5435,1,1,1,4.8652,17,11.0,6.0,8.65,10.56,25.83
2020-10-22,12780.75,13185.0,12678.08,12968.52,70038.824144,12923.07,0,10858.4176,10931.4823,11248.634999999998,1,1,1,0.6369,18,17.0,1.0,9.1,10.14,25.71
2020-10-23,12968.84,13027.69,12720.08,12923.07,50386.999841,13111.73,1,10890.0172,10968.608999999999,11368.541000000001,1,1,1,0.7955,15,18.0,-3.0,9.55,9.74,25.57
2020-10-24,12923.06,13166.73,12870.0,13111.73,35952.20907,13028.83,0,10945.6616,11005.863700000002,11487.591499999999,1,1,1,-0.08580000000000004,13,15.0,-2.0,9.95,9.76,25.32
2020-10-25,13111.73,13350.0,12888.0,13028.83,38481.579504,13052.19,1,10998.971199999998,11045.643799999998,11609.8465,1,1,1,-0.4588,12,13.0,-1.0,10.15,9.72,24.99
2020-10-26,13029.64,13238.81,12765.0,13052.19,60951.672986,13636.17,1,11056.214000000002,11084.388900000002,11721.6775,1,1,1,-0.3035,14,12.0,2.0,10.35,9.7,24.77
2020-10-27,13052.15,13789.29,13019.87,13636.17,80811.01945,13266.4,0,11112.1338,11123.208,11844.304,1,1,1,3.7472,15,14.0,1.0,10.65,9.74,24.44
2020-10-28,13636.16,13859.48,12888.0,13266.4,94440.561226,13455.7,1,11177.388400000002,11167.4798,11992.793,1,1,1,0.37129999999999996,16,15.0,1.0,11.0,9.8,24.31
2020-10-29,13266.4,13642.91,12920.77,13455.7,74872.602132,13560.1,1,11240.183400000002,11208.536,12109.8345,1,1,1,0.7504000000000001,14,16.0,-2.0,11.4,9.88,24.22
2020-10-30,13455.69,13669.98,13115.0,13560.1,70657.778881,13791.0,1,11304.913399999998,11249.193000000001,12230.0875,1,1,1,0.0,13,14.0,-1.0,11.65,9.94,24.06
2020-10-31,13560.1,14100.0,13411.5,13791.0,67339.238515,13761.5,0,11369.377999999999,11289.6124,12343.4315,1,1,1,0.31459999999999994,14,13.0,1.0,11.85,10.0,23.88
2020-11-01,13791.0,13895.0,13603.0,13761.5,36285.648526,13549.37,0,11437.440200000001,11331.4897,12464.5305,1,1,1,0.8689,13,14.0,-1.0,12.15,10.1,23.66
2020-11-02,13761.49,13830.0,13195.05,13549.37,64566.421908,14023.53,1,11503.851799999999,11373.7267,12576.193000000001,1,1,1,2.0986000000000002,14,13.0,1.0,12.35,10.18,23.47
2020-11-03,13549.63,14066.11,13284.99,14023.53,74115.630787,14144.01,1,11568.1826,11412.2162,12682.6335,1,1,1,0.7465,13,14.0,-1.0,12.6,10.28,23.27
2020-11-04,14023.53,14259.0,13525.0,14144.01,93016.988262,15590.02,1,11635.2178,11453.136100000002,12812.9155,1,1,1,1.7123,12,13.0,-1.0,12.8,10.34,22.98
2020-11-05,14144.01,15750.0,14093.56,15590.02,143741.522673,15579.92,0,11702.3918,11484.276600000001,12944.86,1,1,1,2.0891,19,12.0,7.0,12.95,10.36,22.49
2020-11-06,15590.02,15960.0,15166.0,15579.92,122618.197695,14818.3,0,11795.112,11531.1141,13158.394999999999,1,1,1,-0.5074000000000001,21,19.0,2.0,13.45,10.54,22.02
2020-11-07,15579.93,15753.52,14344.22,14818.3,101431.206553,15475.1,1,11887.910600000001,11575.908000000001,13369.381,1,1,1,-0.0951,16,21.0,-5.0,14.1,10.76,21.71
2020-11-08,14818.3,15650.0,14703.88,15475.1,65547.178574,15328.41,0,11965.608799999998,11613.0949,13535.139,1,1,1,2.0027,15,16.0,-1.0,14.5,10.9,21.4
2020-11-09,15475.1,15840.0,14805.54,15328.41,108976.334134,15297.21,0,12053.497800000001,11654.4913,13721.320499999998,1,1,1,2.5844,17,15.0,2.0,14.75,11.04,21.06
2020-11-10,15328.41,15460.0,15072.46,15297.21,61681.919606,15684.24,1,12141.6604,11689.763700000001,13892.2415,1,1,1,-0.0036000000000000476,14,17.0,-3.0,15.05,11.2,20.64
2020-11-11,15297.21,15965.0,15272.68,15684.24,78469.746458,16291.86,1,12239.2602,11732.0223,14018.053999999998,1,1,1,1.5279,15,14.0,1.0,14.9,11.28,20.17
2020-11-12,15684.25,16340.7,15440.64,16291.86,102196.356592,16320.7,1,12342.352799999999,11776.666599999999,14153.840000000002,1,1,1,1.3148,17,15.0,2.0,14.75,11.4,19.83
2020-11-13,16291.85,16480.0,15952.35,16320.7,75691.881014,16070.45,0,12463.3608,11827.665500000001,14322.2795,1,1,1,2.3395,18,17.0,1.0,14.85,11.56,19.57
2020-11-14,16320.04,16326.99,15670.0,16070.45,59116.347179,15957.0,0,12575.048400000001,11873.423400000001,14482.728,1,1,1,0.6124,16,18.0,-2.0,15.1,11.74,19.29
2020-11-15,16069.56,16180.0,15774.72,15957.0,43596.841513,16713.57,1,12682.723999999998,11916.5033,14634.809,1,1,1,0.0892,14,16.0,-2.0,15.3,11.9,18.94
2020-11-16,15957.0,16880.0,15864.0,16713.57,81300.675924,17659.38,1,12787.292,11960.131000000001,14780.0495,1,1,1,1.3791,17,14.0,3.0,15.3,12.02,18.62
2020-11-17,16713.08,17858.82,16538.0,17659.38,115221.403102,17776.12,1,12906.0784,12009.6526,14933.919499999998,1,1,1,1.1800000000000002,24,17.0,7.0,15.4,12.2,18.38
2020-11-18,17659.38,18476.93,17214.45,17776.12,149019.788134,17802.82,1,13045.3436,12069.4296,15153.5685,1,1,1,-0.8058,29,24.0,5.0,15.8,12.52,18.23
2020-11-19,17777.75,18179.8,17335.65,17802.82,93009.561008,18655.67,1,13184.056400000001,12128.261600000002,15369.589499999998,1,1,1,3.525,23,29.0,-6.0,16.55,12.92,18.04
2020-11-20,17802.81,18815.22,17740.04,18655.67,88423.018489,18703.8,1,13324.580999999998,12192.368999999999,15581.7255,1,1,1,3.5273,24,23.0,1.0,17.05,13.22,17.79
2020-11-21,18655.66,18965.9,18308.58,18703.8,75577.458394,18414.43,0,13485.3118,12263.2824,15824.958999999999,1,1,1,4.5767,24,24.0,0.0,17.55,13.54,17.59
2020-11-22,18703.8,18750.0,17610.86,18414.43,81645.737778,18368.0,0,13647.9798,12332.520399999998,16072.074000000002,1,1,1,0.24550000000000005,21,24.0,-3.0,18.1,13.84,17.42
2020-11-23,18413.88,18766.0,18000.0,18368.0,82961.506093,19160.01,1,13805.4272,12399.0593,16315.327000000001,1,1,1,0.7741,22,21.0,1.0,18.45,14.12,17.21
2020-11-24,18368.01,19418.97,18018.0,19160.01,113581.509241,18719.11,0,13959.4546,12464.2153,16532.5505,1,1,1,1.4218000000000002,30,22.0,8.0,18.9,14.38,17.03
2020-11-25,19160.0,19484.21,18500.27,18719.11,93266.576887,17149.47,0,14126.8106,12536.7054,16783.3505,1,1,1,-0.016099999999999948,28,30.0,-2.0,19.8,14.82,16.93
2020-11-26,18718.83,18915.03,16188.0,17149.47,181005.246693,17139.52,0,14289.1996,12601.0852,16939.805,1,1,1,5.3009,32,28.0,4.0,20.25,15.22,16.72
2020-11-27,17149.47,17457.62,16438.08,17139.52,85297.024787,17719.85,1,14418.8612,12653.1298,17018.282499999998,1,1,1,4.019,22,32.0,-10.0,20.8,15.7,16.57
2020-11-28,17139.53,17880.49,16865.56,17719.85,64910.69997,18184.99,1,14543.1402,12706.979099999999,17134.3435,1,1,1,-0.08499999999999996,20,22.0,-2.0,21.1,15.98,16.37
2020-11-29,17719.84,18360.05,17517.0,18184.99,55329.016303,19695.87,1,14676.5244,12765.6421,17246.581,1,1,1,1.4375,18,20.0,-2.0,21.35,16.2,16.17
2020-11-30,18185.0,19863.16,18184.99,19695.87,115463.466888,18764.96,0,14814.3598,12832.178600000001,17389.41,1,1,1,0.44110000000000005,26,18.0,8.0,21.4,16.38,15.99
2020-12-01,19695.87,19888.0,18001.12,18764.96,127698.762652,19204.09,1,14980.896799999999,12912.507699999998,17609.343,1,1,1,1.3664,27,26.0,1.0,22.0,16.74,15.9
2020-12-02,18764.96,19342.0,18330.0,19204.09,75911.013478,19421.9,1,15125.631000000001,12983.676000000001,17763.378999999997,1,1,1,3.0004,22,27.0,-5.0,22.6,17.1,15.85
2020-12-03,19204.08,19598.0,18867.2,19421.9,66689.391279,18650.52,0,15281.301599999999,13058.2349,17908.9905,1,1,1,-0.011000000000000065,20,22.0,-2.0,22.85,17.36,15.69
2020-12-04,19422.34,19527.0,18565.31,18650.52,71283.6682,19147.66,1,15441.3818,13139.269699999999,18064.050499999998,1,1,1,1.8676,20,20.0,0.0,22.95,17.58,15.49
2020-12-05,18650.51,19177.0,18500.0,19147.66,42922.748573,19359.4,1,15584.2898,13211.160600000001,18193.054,1,1,1,0.45489999999999997,18,20.0,-2.0,23.15,17.8,15.33
2020-12-06,19147.66,19420.0,18857.0,19359.4,37043.091861,19166.9,0,15740.8566,13289.333400000001,18352.587000000003,1,1,1,0.40359999999999996,16,18.0,-2.0,23.35,17.98,15.17
2020-12-07,19358.67,19420.91,18902.88,19166.9,41372.296293,18324.11,0,15900.840600000001,13367.6583,18484.8785,1,1,1,0.8881,18,16.0,2.0,23.3,18.14,14.98
2020-12-08,19166.9,19294.84,18200.0,18324.11,61626.947614,18541.28,1,16054.115800000001,13444.6689,18560.254500000003,1,0,1,1.7878,18,18.0,0.0,23.0,18.34,14.88
2020-12-09,18324.11,18639.57,17650.0,18541.28,79585.553801,18254.63,0,16185.568599999999,13510.798399999998,18587.654000000002,1,0,1,0.9632999999999999,19,18.0,1.0,22.45,18.5,14.75
2020-12-10,18541.29,18557.32,17911.12,18254.63,52890.675094,18036.53,0,16318.1944,13579.716099999998,18624.577,1,0,1,0.07219999999999999,16,19.0,-3.0,22.25,18.66,14.61
2020-12-11,18254.81,18292.73,17572.33,18036.53,72610.724259,18808.69,1,16427.6678,13643.0427,18604.525,1,0,1,0.7662,17,16.0,1.0,21.85,18.64,14.39
2020-12-12,18036.53,18948.66,18020.7,18808.69,49519.978432,19174.99,1,16529.028000000002,13709.5226,18571.1615,1,1,1,0.040200000000000014,15,17.0,-2.0,21.5,18.62,14.18
2020-12-13,18808.69,19411.0,18711.12,19174.99,56560.821744,19273.14,1,16646.7404,13796.201000000001,18590.874499999998,1,1,1,-0.07700000000000001,16,15.0,1.0,21.2,18.62,14.19
2020-12-14,19174.99,19349.0,19000.0,19273.14,47257.201294,19426.43,1,16768.0056,13883.4884,18631.224,1,1,1,-0.10799999999999998,17,16.0,1.0,20.9,18.68,14.2
2020-12-15,19273.69,19570.0,19050.0,19426.43,61834.366011,21335.52,1,16892.891799999998,13974.5529,18636.8805,1,1,1,1.906,17,17.0,0.0,20.25,18.78,14.24
2020-12-16,19426.43,21560.0,19278.6,21335.52,114306.33557,22797.16,1,17020.376600000003,14066.2552,18672.2465,1,1,1,2.5441000000000003,32,17.0,15.0,19.7,18.84,14.29
2020-12-17,21335.52,23800.0,21230.0,22797.16,184882.476748,23107.39,1,17174.363599999997,14175.875999999998,18881.549000000003,1,1,1,7.2019,52,32.0,20.0,19.7,19.18,14.49
2020-12-18,22797.15,23285.18,22350.0,23107.39,79646.134315,23821.61,1,17364.978799999997,14302.581100000001,19164.431,1,1,1,4.4864,35,52.0,-17.0,21.2,19.9,14.89
2020-12-19,23107.39,24171.47,22750.0,23821.61,86045.064677,23455.52,0,17558.012600000002,14431.463,19433.808,1,1,1,4.4844,30,35.0,-5.0,21.95,20.32,15.13
2020-12-20,23821.6,24295.0,23060.0,23455.52,76690.145685,22719.71,0,17763.2428,14566.3104,19715.639,1,1,1,1.1612,29,30.0,-1.0,22.55,20.66,15.33
2020-12-21,23455.54,24102.77,21815.0,22719.71,88030.297243,23810.79,1,17956.5332,14696.986700000001,19903.6215,1,1,1,0.7948000000000002,32,29.0,3.0,22.7,20.96,15.53
2020-12-22,22719.88,23837.1,22353.4,23810.79,87033.12616,23232.76,0,18135.6974,14819.774599999999,20101.359,1,1,1,-1.5873,27,32.0,-5.0,22.95,21.34,15.76
2020-12-23,23810.79,24100.0,22600.0,23232.76,119047.259733,23729.2,1,18340.9258,14954.554200000002,20331.694,1,1,1,-0.5555000000000001,25,27.0,-2.0,23.2,21.6,15.94
2020-12-24,23232.39,23794.43,22703.42,23729.2,69013.834252,24712.47,1,18525.1104,15080.164100000002,20522.237,1,1,1,3.778,23,25.0,-2.0,23.45,21.84,16.09
2020-12-25,23728.99,24789.86,23433.6,24712.47,79519.943569,26493.39,1,18716.8142,15209.603000000001,20776.171,1,1,1,3.7377,26,23.0,3.0,23.6,22.06,16.21
2020-12-26,24712.47,26867.03,24500.0,26493.39,97806.513386,26281.66,0,18899.2632,15347.1876,21054.4115,1,1,1,3.6825,37,26.0,11.0,24.0,22.2,16.37
2020-12-27,26493.4,28422.0,25700.0,26281.66,148455.586214,27079.41,1,19117.5326,15502.721599999999,21411.111,1,1,1,1.0613000000000001,51,37.0,14.0,25.05,22.52,16.64
2020-12-28,26281.54,27500.0,26101.0,27079.41,79721.742496,27385.0,1,19346.7998,15656.2043,21766.849,1,1,1,2.3897,39,51.0,-12.0,26.7,23.22,17.06
2020-12-29,27079.42,27410.0,25880.0,27385.0,69411.592606,28875.54,1,19578.886000000002,15816.1919,22204.614,1,1,1,5.5593,33,39.0,-6.0,27.75,23.7,17.37
2020-12-30,27385.0,28996.0,27320.0,28875.54,95356.057826,28923.63,1,19820.0178,15980.8391,22646.8,1,1,1,3.4462,41,33.0,8.0,28.45,24.02,17.61
2020-12-31,28875.55,29300.0,27850.0,28923.63,75508.505152,29331.69,1,20091.584400000003,16165.4223,23177.8455,1,1,1,2.9562999999999997,39,41.0,-2.0,29.7,24.56,17.92
2021-01-01,28923.63,29600.0,28624.57,29331.69,54182.925011,32178.33,1,20356.3722,16349.3625,23722.2005,1,1,1,1.8147,37,39.0,-2.0,30.8,25.04,18.22
2021-01-02,29331.7,33300.0,28946.53,32178.33,129993.873362,33000.05,1,20617.1688,16540.2648,24248.3505,1,1,1,7.4921,68,37.0,31.0,31.9,25.44,18.5
