,Open,High,Low,Close,Volume,target,50MA,100MA,20MA,check50MA,check20MA,check100MA,score,Bitcoin,yesterday,change,trend20MA,trend50MA,trend100MA,score_50MA,score_100MA
2019-08-13,11398.35,11456.16,10788.45,10892.71,33234.72968,0,10969.8416,9516.087200000002,10685.653,0,1,1,0.44460000000000005,33,31.0,2.0,32.65,40.62,46.97,0.60093,0.4742930000000001
2019-08-14,10893.36,10897.48,9928.1,10050.37,54451.847499,1,10966.563999999998,9567.2581,10742.124500000002,0,0,1,2.2726,37,33.0,4.0,32.45,40.24,46.92,0.609822,0.47873899999999997
2019-08-15,10055.16,10460.0,9911.0,10293.93,38174.45112,1,10931.154199999999,9610.2839,10750.6495,0,0,1,0.29110000000000014,38,37.0,1.0,32.55,39.82,46.91,0.639046,0.48971600000000004
2019-08-16,10296.77,10536.03,9750.0,10331.54,51758.142918,0,10875.156799999999,9654.759800000002,10774.145999999999,0,0,1,-1.0804,32,38.0,-6.0,33.0,38.58,46.84,0.60414,0.49262700000000004
2019-08-17,10331.15,10465.14,10000.0,10216.02,29000.581201,1,10855.1878,9698.202299999999,10816.897,0,0,1,0.4504,30,32.0,-2.0,33.05,37.54,46.72,0.579016,0.4818300000000001
2019-08-18,10216.05,10500.0,10080.0,10306.78,24085.395172,1,10811.495599999998,9738.2707,10850.621,0,0,1,-1.7174,25,30.0,-5.0,33.2,36.82,46.51,0.567754,0.490152
2019-08-19,10306.17,10930.0,10258.6,10915.54,37243.319217,0,10779.568599999999,9777.6052,10890.578,1,1,1,0.0,31,25.0,6.0,32.9,36.34,46.21,0.5305340000000001,0.45941299999999996
2019-08-20,10914.73,10949.96,10560.0,10760.51,32298.921679,0,10780.7974,9815.9984,10957.6445,0,0,1,0.1901,32,31.0,1.0,32.9,36.1,45.82,0.513104,0.457154
2019-08-21,10760.51,10804.13,9858.0,10142.57,47355.719282,0,10783.509000000002,9853.930400000001,10991.643500000002,0,0,1,-0.5106,33,32.0,1.0,33.05,35.72,45.34,0.524442,0.468162
2019-08-22,10140.82,10242.0,9762.0,10099.88,34059.642738,1,10769.503399999998,9877.449,10980.0225,0,0,1,1.266,31,33.0,-2.0,33.2,35.38,44.77,0.49898799999999993,0.455668
2019-08-23,10099.9,10445.0,10019.79,10389.55,27550.336173,0,10732.701,9898.9722,10958.829,0,0,1,-1.9462,30,31.0,-1.0,33.1,35.12,44.08,0.5105080000000001,0.472627
2019-08-24,10388.16,10419.42,9890.0,10134.35,27692.456844,1,10717.5786,9921.169,10937.463500000002,0,0,1,0.27359999999999995,24,30.0,-6.0,33.25,34.88,43.55,0.43623399999999996,0.433074
2019-08-25,10134.61,10333.0,9906.97,10142.69,26271.657398,1,10700.851,9943.8466,10897.7195,0,0,1,-0.7096,28,24.0,4.0,33.1,34.56,43.02,0.41047200000000006,0.431972
2019-08-26,10142.69,10604.0,10137.93,10372.25,41687.511599,0,10678.575,9971.7209,10813.414,0,0,1,0.0,27,28.0,-1.0,32.35,34.48,42.49,0.37361199999999994,0.42487600000000003
2019-08-27,10373.6,10391.08,10051.08,10185.05,28402.775383,0,10657.8952,10002.8689,10757.942,0,0,1,0.0,29,27.0,2.0,31.45,34.4,42.22,0.349748,0.418354
2019-08-28,10185.69,10299.0,9601.01,9721.0,42110.555375,0,10616.824200000001,10023.234600000002,10668.443000000001,0,0,0,0.09000000000000002,28,29.0,-1.0,30.9,34.18,41.85,0.358718,0.40607
2019-08-29,9721.0,9724.0,9320.0,9498.44,35532.69491,1,10560.376,10041.063100000001,10554.5045,0,0,0,0.6880999999999999,32,28.0,4.0,30.5,33.78,41.47,0.36228,0.407297
2019-08-30,9499.01,9696.0,9350.41,9584.54,26834.318104,1,10508.1774,10056.9988,10435.427,0,0,0,0.4851,29,32.0,-3.0,30.35,33.44,41.16,0.34978000000000004,0.401739
2019-08-31,9582.76,9684.51,9420.75,9587.47,17130.290074,1,10473.0104,10076.5599,10349.1885,0,0,0,-0.2335,23,29.0,-6.0,30.35,33.16,40.86,0.366282,0.4118470000000001
2019-09-01,9588.74,9830.0,9520.0,9724.98,19545.404843,1,10429.6154,10093.9195,10251.0635,0,0,0,0.9523,23,23.0,0.0,30.15,32.74,40.58,0.3452,0.40899599999999997
2019-09-02,9723.59,10450.0,9712.5,10340.0,44740.248093,1,10396.9998,10111.5206,10167.5085,0,1,1,0.16330000000000006,27,23.0,4.0,29.75,32.52,40.29,0.328266,0.421919
2019-09-03,10340.0,10773.0,10272.0,10615.28,47998.376781,0,10400.3162,10134.6665,10139.873,1,1,1,-0.08229999999999998,30,27.0,3.0,29.45,32.32,40.1,0.34401799999999993,0.407181
2019-09-04,10611.85,10799.0,10369.89,10567.02,43943.889026,0,10395.8474,10154.675,10168.1185,1,1,1,-0.2263,30,30.0,0.0,29.1,32.0,39.95,0.276066,0.415537
2019-09-05,10565.92,10900.0,10450.0,10564.49,33970.960639,0,10418.396,10172.782,10181.773,1,1,1,0.8462,25,30.0,-5.0,28.7,31.68,39.48,0.23882799999999998,0.414809
2019-09-06,10563.13,10905.87,10150.0,10298.73,58799.640959,1,10436.327400000002,10191.2705,10193.4205,0,1,1,1.5627,26,25.0,1.0,28.35,31.24,39.07,0.275858,0.42546600000000007
2019-09-07,10298.71,10558.0,10288.57,10455.88,27637.877392,0,10429.7588,10207.801,10197.556,1,1,1,0.091,22,26.0,-4.0,28.15,30.92,38.7,0.312544,0.43906600000000007
2019-09-08,10455.9,10592.5,10208.0,10381.18,23984.672018,0,10428.7906,10229.6644,10205.011,0,1,1,0.0,23,22.0,1.0,28.0,30.62,38.26,0.302646,0.4484350000000001
2019-09-09,10381.24,10480.0,10068.5,10303.12,39835.727608,0,10421.6096,10247.9262,10178.293,0,1,1,1.5466,23,23.0,0.0,27.6,30.46,37.88,0.246724,0.44173
2019-09-10,10302.58,10384.99,9953.0,10098.15,28915.412225,1,10415.883,10265.5167,10155.4235,0,0,0,0.0343,24,23.0,1.0,27.15,30.36,37.6,0.277656,0.443554
2019-09-11,10098.19,10293.0,9880.0,10158.33,31953.824562,1,10411.0398,10279.2384,10153.202500000001,0,1,0,1.1714,25,24.0,1.0,26.7,30.22,37.36,0.26139,0.445268
2019-09-12,10158.75,10448.81,10040.0,10415.01,34511.162755,0,10416.9082,10299.6635,10156.125,0,1,1,1.4281000000000001,24,25.0,-1.0,26.4,30.06,37.07,0.284818,0.45061300000000004
2019-09-13,10415.01,10439.0,10153.0,10342.06,30280.339776,0,10429.9428,10326.9433,10157.398,0,1,1,0.0,22,24.0,-2.0,26.1,29.8,36.68,0.322914,0.464442
2019-09-14,10344.13,10419.99,10222.33,10335.02,23621.533519,0,10439.1866,10352.5989,10167.783500000001,0,1,0,-0.5927,22,22.0,0.0,26.0,29.54,36.38,0.312068,0.46784200000000004
2019-09-15,10332.81,10360.0,10252.15,10302.01,18047.654013,0,10449.407,10378.0821,10177.4,0,1,0,0.0,21,22.0,-1.0,25.7,29.4,36.11,0.272482,0.46926
2019-09-16,10303.34,10355.0,10078.0,10251.31,28971.401657,0,10465.9168,10401.2969,10173.888,0,1,0,0.7506,22,21.0,1.0,25.4,29.2,35.8,0.283016,0.47131900000000004
2019-09-17,10249.68,10275.0,10128.01,10187.82,22914.324563,0,10480.1122,10424.8738,10177.201,0,1,0,0.11769999999999992,20,22.0,-2.0,25.05,29.1,35.63,0.269614,0.46619
2019-09-18,10187.48,10258.02,10100.0,10156.99,24250.249303,1,10493.7158,10450.4707,10200.542,0,0,0,-0.5679000000000001,22,20.0,2.0,24.65,28.88,35.44,0.271968,0.45864699999999997
2019-09-19,10156.41,10325.0,9653.0,10244.29,44826.282579,0,10505.371399999998,10472.213099999999,10233.4695,0,1,0,1.3605,22,22.0,0.0,24.15,28.7,35.2,0.251162,0.45994699999999994
2019-09-20,10243.7,10281.0,10061.39,10168.59,25088.491069,0,10508.646600000002,10495.806999999999,10266.457,0,0,0,-0.009500000000000064,22,22.0,0.0,23.8,28.56,35.14,0.278854,0.47097900000000004
2019-09-21,10167.92,10176.7,9900.0,9986.39,20544.175196,1,10504.5186,10516.216500000002,10295.513,0,0,0,0.0,20,22.0,-2.0,23.75,28.4,35.07,0.276118,0.4708840000000001
2019-09-22,9985.15,10089.0,9853.97,10028.87,22049.275256,0,10493.7714,10533.895,10308.5835,0,0,0,2.2904999999999998,20,20.0,0.0,23.6,28.14,35.01,0.25638399999999995,0.46452299999999996
2019-09-23,10028.05,10049.99,9615.77,9702.25,31937.232356,0,10478.0116,10547.683700000001,10293.027,0,0,0,-0.024599999999999955,24,20.0,4.0,23.25,28.0,34.93,0.286688,0.471485
2019-09-24,9702.2,9794.99,7800.0,8493.14,94007.345203,0,10453.472000000002,10556.619200000001,10247.3755,0,0,0,0.9321,33,24.0,9.0,22.95,27.94,34.93,0.286196,0.472363
2019-09-25,8497.55,8730.0,8215.64,8430.05,60783.892258,0,10386.7588,10552.0173,10143.6815,0,0,0,0.0363,40,33.0,7.0,23.1,27.74,34.9,0.348994,0.49543099999999995
2019-09-26,8430.05,8465.99,7750.0,8063.73,67930.853749,1,10325.726,10543.1782,10036.9595,0,0,0,0.0,37,40.0,-3.0,23.85,27.64,34.91,0.31856199999999996,0.476443
2019-09-27,8063.49,8265.0,7852.15,8177.91,43882.924625,1,10247.5,10533.0,9925.2095,0,0,0,0.4215,33,37.0,-4.0,24.4,27.58,34.88,0.286904,0.44663
2019-09-28,8177.47,8315.0,8001.09,8198.81,34473.605165,0,10171.0628,10522.224199999999,9811.311,0,0,0,-0.8211,25,33.0,-8.0,24.95,27.52,34.86,0.271832,0.4503060000000001
2019-09-29,8199.38,8229.13,7890.0,8043.82,31544.211388,1,10097.439199999999,10509.041099999999,9702.192500000001,0,0,0,-0.3612,23,25.0,-2.0,25.05,27.32,34.76,0.25540999999999997,0.427384
2019-09-30,8043.04,8337.26,7710.0,8289.34,55865.48726,1,10032.1294,10487.880700000002,9589.227499999999,0,0,0,0.6764,30,23.0,7.0,25.05,27.2,34.53,0.23706799999999997,0.42147100000000004
2019-10-01,8289.97,8500.0,8173.05,8292.44,43479.58742,1,9966.9168,10463.4791,9498.787,0,0,0,-0.4404,26,30.0,-4.0,25.35,27.26,34.14,0.278244,0.41932400000000003
2019-10-02,8292.67,8373.91,8151.22,8359.94,26243.386644,0,9904.844000000001,10437.3428,9405.4925,0,0,0,-0.7264,25,26.0,-1.0,25.4,27.16,33.89,0.23018799999999998,0.415559
2019-10-03,8360.0,8393.0,8060.0,8223.96,30488.284058,0,9854.1886,10410.3763,9302.739,0,0,0,0.3612,25,25.0,0.0,25.45,27.0,33.62,0.20676799999999995,0.40829499999999996
2019-10-04,8224.43,8232.41,8005.0,8137.13,26476.330404,0,9817.660399999999,10374.407299999999,9196.833999999999,0,0,0,0.0,22,25.0,-3.0,25.6,26.76,33.29,0.16854,0.403793
2019-10-05,8137.09,8183.41,8012.98,8126.19,21907.615564,0,9774.5244,10324.840600000001,9086.9395,0,0,0,0.7906,20,22.0,-2.0,25.6,26.44,32.51,0.162718,0.383429
2019-10-06,8127.55,8153.87,7785.0,7854.25,34676.104049,1,9730.4174,10292.8026,8978.1485,0,0,0,0.0516,21,20.0,1.0,25.55,26.2,31.87,0.20013799999999995,0.38957699999999995
2019-10-07,7855.3,8299.92,7762.0,8190.09,52202.072297,0,9683.181999999999,10247.3388,8858.2955,0,0,0,-1.3149,24,21.0,3.0,25.5,26.02,31.42,0.19216199999999997,0.379958
2019-10-08,8190.82,8325.0,8088.75,8168.39,35452.657423,1,9640.8482,10210.208400000001,8758.409,0,0,0,0.7717,23,24.0,-1.0,25.7,26.0,31.17,0.20021199999999997,0.36537299999999995
2019-10-09,8170.79,8670.0,8115.0,8560.74,55038.704378,0,9585.905200000001,10183.3513,8658.979000000001,0,0,0,0.2663,24,23.0,1.0,25.75,25.84,30.97,0.21564599999999995,0.364375
2019-10-10,8562.15,8644.0,8414.52,8558.03,39137.946167,0,9541.9098,10162.7094,8574.8015,0,0,0,0.05030000000000001,24,24.0,0.0,25.85,25.68,30.7,0.21716999999999997,0.370806
2019-10-11,8557.82,8779.51,8212.38,8258.5,50405.284418,1,9510.219000000001,10139.8612,8494.2735,0,0,0,0.8066,23,24.0,-1.0,25.95,25.5,30.44,0.22838799999999998,0.363688
2019-10-12,8257.95,8400.0,8250.0,8300.09,21339.334098,0,9473.3914,10103.0462,8407.878999999999,0,0,0,0.0,19,23.0,-4.0,26.1,25.34,30.23,0.21919999999999998,0.364854
2019-10-13,8301.98,8451.37,8160.0,8275.01,27840.739953,1,9431.6022,10074.590400000001,8321.439999999999,0,0,0,0.0,20,19.0,1.0,26.05,25.12,30.0,0.25812399999999996,0.347179
2019-10-14,8275.24,8388.85,8203.0,8348.2,29810.663253,0,9394.4154,10047.6332,8250.078,0,1,0,0.0,22,20.0,2.0,25.85,25.04,29.8,0.252652,0.33156199999999997
2019-10-15,8346.86,8403.0,8090.0,8159.29,32773.062476,0,9358.525599999999,10018.5503,8242.831,0,0,0,-0.34,22,22.0,0.0,25.3,24.92,29.7,0.26684399999999997,0.32022799999999996
2019-10-16,8159.3,8181.16,7917.0,7991.74,34733.593966,1,9314.2664,9986.080800000002,8229.293,0,0,0,0.0,24,22.0,2.0,24.4,24.82,29.61,0.26004399999999994,0.30489600000000006
2019-10-17,7995.02,8124.92,7929.03,8070.58,29656.949158,0,9270.4002,9943.612200000001,8225.6935,0,0,0,0.6342999999999999,22,24.0,-2.0,23.75,24.72,29.45,0.26004399999999994,0.309381
2019-10-18,8070.71,8115.0,7816.01,7947.01,31353.181416,1,9237.391800000001,9898.8839,8220.327000000001,0,0,0,0.0,22,22.0,0.0,23.2,24.6,29.19,0.27092999999999995,0.316605
2019-10-19,7946.89,8098.1,7866.92,7948.01,26627.889388,1,9206.3632,9857.2703,8207.737000000001,0,0,0,0.7271999999999998,20,22.0,-2.0,23.05,24.4,28.92,0.25716799999999995,0.303474
2019-10-20,7949.87,8297.0,7870.0,8223.35,34286.452654,0,9173.6326,9823.3215,8202.9465,0,1,0,-1.0399,19,20.0,-1.0,22.9,24.22,28.69,0.26200999999999997,0.314146
2019-10-21,8223.35,8333.0,8142.03,8197.27,30448.679539,0,9146.3502,9787.9828,8199.647,0,0,0,0.0469,21,19.0,2.0,22.35,24.14,28.44,0.24588199999999996,0.295541
2019-10-22,8197.28,8297.99,8000.0,8020.0,34651.828663,0,9115.796,9756.3979,8194.8885,0,0,0,0.0,19,21.0,-2.0,22.1,24.1,28.31,0.22777399999999998,0.27802
2019-10-23,8020.06,8047.59,7300.0,7466.62,63897.457098,0,9069.396,9734.856099999999,8177.8915,0,0,0,-0.1515,30,19.0,11.0,21.8,23.94,28.13,0.22450799999999999,0.284263
2019-10-24,7468.47,7503.68,7337.99,7412.41,32714.383265,1,9006.4228,9701.1351,8140.024500000001,0,0,0,1.078,24,30.0,-6.0,22.05,23.94,27.97,0.22312399999999996,0.24959499999999998
2019-10-25,7412.41,8799.0,7361.0,8655.02,90748.218174,1,8943.330600000001,9680.8633,8103.7885,0,1,0,-0.4279,29,24.0,5.0,22.15,23.82,27.75,0.24920999999999996,0.244019
2019-10-26,8655.88,10370.0,8470.38,9230.0,162588.585413,1,8905.1412,9670.7343,8130.2300000000005,1,1,0,1.0086,41,29.0,12.0,22.6,23.9,27.57,0.22372799999999995,0.249793
2019-10-27,9230.0,9794.98,9074.34,9529.93,93833.541604,0,8883.7666,9656.7627,8199.0175,1,1,0,0.44819999999999993,27,41.0,-14.0,23.6,24.2,27.56,0.21264599999999997,0.26259499999999997
2019-10-28,9528.23,9902.1,9160.0,9205.14,80174.217323,1,8865.2476,9647.0191,8266.0095,1,1,0,-1.0405,32,27.0,5.0,23.75,24.3,27.46,0.21978999999999999,0.261218
2019-10-29,9204.45,9550.0,9072.0,9407.62,64158.462446,0,8841.726799999999,9631.6682,8317.847,1,1,0,0.0,30,32.0,-2.0,24.2,24.48,27.47,0.19897999999999996,0.22285199999999997
2019-10-30,9407.62,9409.84,9001.01,9154.72,55241.786434,0,8823.8168,9619.8499,8360.191,1,1,0,-1.534,25,30.0,-5.0,24.5,24.62,27.49,0.16804799999999992,0.22285199999999997
2019-10-31,9154.02,9405.0,8913.0,9140.85,54376.024902,1,8804.948199999999,9607.994,8390.0255,1,1,0,0.5273,24,25.0,-1.0,24.55,24.64,27.43,0.136682,0.19903599999999996
2019-11-01,9140.86,9279.0,9030.0,9231.61,43594.814115,1,8784.5986,9600.7534,8434.143,1,1,0,1.0743,23,24.0,-1.0,24.6,24.62,27.34,0.12379999999999995,0.20430899999999996
2019-11-02,9231.4,9373.74,9186.21,9289.52,28923.060828,0,8760.9306,9595.4367,8480.719000000001,1,1,0,1.9213,22,23.0,-1.0,24.8,24.6,27.2,0.11672399999999997,0.219819
2019-11-03,9289.85,9362.57,9066.14,9194.71,27894.378279,1,8739.8798,9589.5332,8531.4445,1,1,0,0.0,21,22.0,-1.0,24.9,24.6,27.07,0.15514999999999998,0.23360899999999998
2019-11-04,9196.46,9513.68,9115.84,9393.35,45894.456277,0,8717.0736,9583.2403,8573.77,1,1,0,-0.5345,24,21.0,3.0,24.85,24.58,26.99,0.16700399999999996,0.219743
2019-11-05,9392.4,9454.95,9175.76,9308.66,45935.873665,1,8698.900399999999,9582.4086,8635.473,1,1,0,0.48169999999999996,24,24.0,0.0,24.95,24.64,26.92,0.15631399999999995,0.219665
2019-11-06,9307.73,9440.91,9250.01,9339.05,37336.170372,0,8680.0474,9580.0798,8701.319,1,1,0,-0.4404,22,24.0,-2.0,24.95,24.68,26.89,0.15093599999999996,0.210275
2019-11-07,9339.16,9375.0,9101.0,9216.2,39117.470853,0,8663.072,9578.393900000001,8764.7425,1,1,0,9.999999999987796e-05,22,22.0,0.0,24.95,24.72,26.8,0.13977399999999998,0.205871
2019-11-08,9214.0,9261.0,8696.0,8773.73,62107.289243,1,8644.2562,9574.8138,8828.202,1,0,0,0.8402,26,24.0,2.0,24.95,24.72,26.71,0.15113399999999996,0.201148
2019-11-09,8773.74,8880.0,8724.88,8809.41,29469.481405,1,8614.845,9561.7458,8869.488000000001,1,0,0,0.6115,23,26.0,-3.0,25.25,24.8,26.68,0.14072799999999996,0.20979099999999998
2019-11-10,8809.18,9147.19,8750.0,9039.47,34422.029797,0,8587.6614,9546.09,8898.791000000001,1,1,0,0.0,21,23.0,-2.0,25.45,24.82,26.61,0.15314799999999995,0.214633
2019-11-11,9040.16,9072.32,8618.68,8733.27,44888.053545,1,8568.723,9531.2472,8940.901000000002,1,0,0,0.7717,24,21.0,3.0,25.45,24.84,26.49,0.15314799999999995,0.20476599999999998
2019-11-12,8733.36,8888.0,8567.6,8821.94,40366.629471,0,8542.811,9510.4113,8976.5645,1,0,0,0.8306,22,24.0,-2.0,25.7,24.92,26.46,0.12277199999999996,0.20473
2019-11-13,8821.91,8844.99,8702.0,8777.12,26810.116918,0,8525.2048,9489.3384,9044.3305,1,0,0,-0.46049999999999996,24,22.0,2.0,25.3,24.88,26.41,0.13987599999999997,0.213036
2019-11-14,8777.54,8800.0,8582.6,8646.68,33468.468961,0,8530.8844,9458.821600000001,9112.566,1,0,0,-0.2732,23,24.0,-1.0,25.3,24.7,26.22,0.11202399999999997,0.230509
2019-11-15,8646.38,8790.0,8400.0,8471.73,46087.417751,1,8535.216999999999,9430.4715,9112.149,0,0,0,0.0,22,23.0,-1.0,25.0,24.36,26.0,0.10583399999999996,0.212198
2019-11-16,8471.62,8543.0,8400.0,8491.02,20902.299752,1,8543.377,9395.4385,9074.235499999999,0,0,0,-0.6427,21,22.0,-1.0,24.05,24.06,25.82,0.10583399999999996,0.19636900000000002
2019-11-17,8490.74,8635.0,8350.68,8502.4,27009.037082,0,8549.6392,9360.351,9022.289999999999,0,0,0,-0.6524,22,21.0,1.0,23.75,23.82,25.67,0.08454999999999996,0.178191
2019-11-18,8502.87,8503.52,8060.0,8187.17,43017.69094,0,8555.711000000001,9326.5751,8987.153,0,0,0,0.0,28,22.0,6.0,23.25,23.76,25.54,0.08792399999999997,0.171667
2019-11-19,8186.5,8218.63,8003.0,8133.64,43556.061025,0,8558.578000000001,9295.3537,8926.1305,0,0,0,0.4767,25,28.0,-3.0,23.15,23.86,25.53,0.09514799999999997,0.16610799999999998
2019-11-20,8133.83,8264.29,8038.4,8098.01,32466.23098,0,8555.464,9261.1904,8875.0765,0,0,0,0.3612,24,25.0,-1.0,23.15,23.76,25.51,0.09115399999999997,0.184699
2019-11-21,8098.56,8134.73,7500.0,7627.74,58418.780261,0,8551.5754,9228.2097,8822.9345,0,0,0,0.0,29,24.0,5.0,23.15,23.72,25.44,0.10718599999999999,0.168687
2019-11-22,7627.79,7750.0,6790.0,7268.23,126603.140259,1,8536.9314,9195.56,8742.741,0,0,0,-0.4974,36,29.0,7.0,23.45,23.8,25.4,0.12171399999999999,0.164241
2019-11-23,7268.23,7344.48,7080.01,7311.57,50449.894755,0,8517.8168,9167.7386,8641.6765,0,0,0,0.7269,26,36.0,-10.0,24.15,24.02,25.39,0.10454199999999998,0.13654099999999997
2019-11-24,7311.1,7330.39,6861.0,6903.28,67890.206483,1,8501.3056,9137.915,8547.519499999999,0,0,0,1.2776,24,26.0,-2.0,24.4,24.1,25.27,0.11907999999999998,0.140899
2019-11-25,6900.23,7377.69,6515.0,7109.57,119645.735197,1,8476.8474,9103.6324,8423.016,0,0,0,-0.4019,37,24.0,13.0,24.4,24.18,25.19,0.12882,0.16447900000000001
2019-11-26,7109.99,7340.0,7017.48,7156.14,65722.39769,1,8461.9538,9072.5679,8313.0615,0,0,0,0.0,32,37.0,-5.0,25.05,24.5,25.26,0.11974999999999998,0.15595599999999998
2019-11-27,7154.75,7655.0,6840.0,7508.52,92452.87349,0,8441.2748,9041.0615,8203.916,0,0,0,0.5411,32,32.0,0.0,25.55,24.66,25.33,0.14604799999999998,0.17312999999999998
2019-11-28,7507.9,7643.0,7360.0,7419.49,56933.981109,1,8428.0774,9006.9913,8118.532000000001,0,0,0,1.4619,26,32.0,-6.0,26.05,24.84,25.34,0.14143599999999998,0.17854099999999998
2019-11-29,7418.52,7850.0,7362.3,7739.68,60745.300873,0,8405.2524,8973.5811,8050.82,0,0,0,-0.8738999999999999,23,26.0,-3.0,26.05,24.88,25.28,0.16534799999999997,0.19125899999999998
2019-11-30,7740.99,7810.0,7441.0,7541.89,46989.433619,0,8388.885400000001,8949.5522,7997.333499999999,0,0,0,-0.296,23,23.0,0.0,26.05,24.86,25.18,0.14686399999999997,0.187626
2019-12-01,7540.63,7541.85,7210.0,7390.89,60769.342313,0,8374.5532,8923.9723,7922.4545,0,0,0,0.0,23,23.0,0.0,26.15,24.86,25.1,0.12481199999999998,0.17200600000000002
2019-12-02,7391.5,7420.56,7151.1,7294.28,46330.25604,0,8356.3692,8893.9857,7855.335499999999,0,0,0,0.0,24,23.0,1.0,26.1,24.94,25.03,0.12481199999999998,0.19146800000000003
2019-12-03,7294.42,7400.0,7241.35,7292.71,33149.477487,0,8336.7546,8865.585,7778.952499999999,0,0,0,0.0,23,24.0,-1.0,26.2,25.02,25.03,0.12481199999999998,0.188732
2019-12-04,7292.71,7750.0,7067.0,7194.32,83153.701586,1,8315.644800000002,8837.0852,7704.732000000001,0,0,0,0.7096,24,23.0,1.0,26.15,25.04,24.98,0.12481199999999998,0.19582800000000003
2019-12-05,7194.59,7485.0,7150.0,7389.0,59306.678855,1,8296.345399999998,8805.3059,7632.114,0,0,0,0.0,24,24.0,0.0,26.2,25.08,24.95,0.14580399999999996,0.202924
2019-12-06,7389.0,7590.03,7305.0,7527.47,48189.087944,0,8284.2906,8777.345399999998,7577.977499999999,0,0,0,0.0,23,24.0,-1.0,26.3,25.08,24.9,0.14580399999999996,0.202924
2019-12-07,7527.8,7619.62,7470.16,7488.21,31498.684173,1,8273.428399999999,8755.410100000001,7529.8,0,0,0,0.0,23,23.0,0.0,26.4,25.1,24.85,0.133118,0.202024
2019-12-08,7487.31,7564.0,7374.86,7510.11,29856.897631,0,8264.2524,8735.3078,7479.0905,0,1,0,0.7501,21,23.0,-2.0,26.45,25.12,24.76,0.133118,0.19514299999999998
2019-12-09,7510.11,7650.0,7273.0,7338.64,46621.887493,0,8255.494400000001,8714.5635,7445.2375,0,0,0,-0.8908,22,21.0,1.0,26.1,25.14,24.68,0.13357599999999997,0.197793
2019-12-10,7338.64,7407.6,7157.1,7224.13,49723.76214,0,8237.8002,8692.0752,7405.4875,0,0,0,0.0,22,22.0,0.0,25.95,25.2,24.67,0.13655799999999998,0.19122
2019-12-11,7224.15,7275.5,7125.66,7210.0,30093.091944,0,8218.3374,8667.066700000001,7361.793500000002,0,0,0,0.9176,23,22.0,1.0,25.85,25.22,24.66,0.13562,0.181697
2019-12-12,7210.0,7295.0,7080.3,7198.08,42288.600932,1,8202.137400000001,8635.7667,7340.9065,0,0,0,0.5994,23,23.0,0.0,25.55,25.3,24.62,0.15397199999999997,0.18924
2019-12-13,7197.76,7309.05,7190.76,7258.48,27609.873795,0,8196.766599999999,8601.5947,7337.399,0,0,0,0.0,23,23.0,0.0,24.9,25.16,24.55,0.16898999999999997,0.19605699999999998
2019-12-14,7257.37,7271.77,7012.0,7064.05,29561.985967,1,8193.688,8568.5093,7334.744500000001,0,0,0,0.9201,23,23.0,0.0,24.75,25.14,24.48,0.14742999999999998,0.19832
2019-12-15,7064.14,7200.3,7008.35,7118.59,26395.778137,0,8161.8686,8533.5049,7342.783,0,0,0,-0.34,20,23.0,-3.0,24.7,25.02,24.46,0.17438999999999996,0.19905899999999999
2019-12-16,7119.6,7150.0,6836.0,6891.72,43863.993059,0,8119.640399999999,8501.7035,7343.2339999999995,0,0,0,0.0,23,20.0,3.0,23.85,24.6,24.4,0.147418,0.18003199999999997
2019-12-17,6891.44,6942.21,6560.0,6623.82,53865.069929,1,8066.8762,8466.0619,7330.013000000001,0,0,0,0.6369,28,23.0,5.0,23.4,24.52,24.41,0.138454,0.17912199999999998
2019-12-18,6623.84,7440.0,6435.0,7277.83,95636.651251,0,8015.249800000001,8428.488299999999,7285.778,0,0,0,0.0,29,28.0,1.0,23.2,24.44,24.46,0.172002,0.185491
2019-12-19,7277.83,7380.0,7038.31,7150.3,55509.049075,1,7972.653999999999,8398.2354,7278.695,0,0,0,0.8011,28,29.0,-1.0,23.35,24.42,24.52,0.172002,0.17002499999999998
2019-12-20,7151.31,7220.0,7079.5,7187.83,32132.069205,0,7932.565600000001,8368.7569,7249.226000000001,0,0,0,0.0,24,28.0,-4.0,23.6,24.48,24.56,0.218704,0.17769300000000002
2019-12-21,7188.01,7190.58,7105.0,7132.75,19467.174028,1,7893.5052000000005,8339.051899999999,7231.522999999999,0,0,0,-0.3818,21,24.0,-3.0,23.65,24.48,24.55,0.20815799999999998,0.165979
2019-12-22,7131.59,7518.54,7122.47,7501.44,39137.45515,0,7851.527999999999,8306.229299999999,7218.616,0,1,0,1.1420000000000001,22,21.0,1.0,23.55,24.44,24.52,0.17903599999999997,0.14788
2019-12-23,7500.71,7695.38,7265.84,7317.09,68051.997203,0,7815.7664,8277.823100000001,7228.974,0,1,0,0.7096,25,22.0,3.0,23.45,24.44,24.52,0.16344999999999998,0.1593
2019-12-24,7317.3,7436.68,7157.04,7255.77,43629.494188,0,7778.214,8247.6438,7230.192999999999,0,1,0,-0.2565,23,25.0,-2.0,23.55,24.52,24.55,0.177642,0.17232299999999998
2019-12-25,7255.77,7271.77,7128.86,7204.63,27492.044323,0,7735.462400000001,8217.1814,7233.265500000001,0,0,0,0.5597,23,23.0,0.0,23.5,24.5,24.57,0.18320199999999998,0.169758
